sample_id,sample_alias,fun_experiment_id,bac_experiment_id,bioproject_id
9006eee4c463,Pittsburgh_13_InducedSputum,SRX531569,SRX5380727,PRJNA241408_PRJNA522449
e14fa1f23d76,Pittsburgh_15_BronchoalveolarLavage,SRX531574,SRX5380728,PRJNA241408_PRJNA522449
aafe0404a263,Pittsburgh_19_BronchoalveolarLavage,SRX531588,SRX5380708,PRJNA241408_PRJNA522449
796a06db54b8,Pittsburgh_2_BronchoalveolarLavage,SRX531533,SRX5380681,PRJNA241408_PRJNA522449
373b7574e69c,Pittsburgh_20_BronchoalveolarLavage,SRX531592,SRX5380707,PRJNA241408_PRJNA522449
de2f22c44890,Pittsburgh_21_BronchoalveolarLavage,SRX531596,SRX5380710,PRJNA241408_PRJNA522449
eae57cfa7a17,Pittsburgh_22_BronchoalveolarLavage,SRX531601,SRX5380709,PRJNA241408_PRJNA522449
f6c2156f9cb2,Pittsburgh_25_BronchoalveolarLavage,SRX531609,SRX5380739,PRJNA241408_PRJNA522449
45a75f693a01,Pittsburgh_28_BronchoalveolarLavage,SRX531615,SRX5380718,PRJNA241408_PRJNA522449
c923aeed8cf9,Pittsburgh_3_BronchoalveolarLavage,SRX531537,SRX5380697,PRJNA241408_PRJNA522449
d73a64112c7b,Pittsburgh_31_BronchoalveolarLavage,SRX531619,SRX5390253,PRJNA241408_PRJNA522449
1f8add5a0217,Pittsburgh_32_InducedSputum,SRX531622,SRX5380721,PRJNA241408_PRJNA522449
5c3e93eca15a,Pittsburgh_33_BronchoalveolarLavage,SRX531626,SRX5380720,PRJNA241408_PRJNA522449
6fd92a22e366,Pittsburgh_34_BronchoalveolarLavage,SRX531630,SRX5380742,PRJNA241408_PRJNA522449
6a15f66399f8,Pittsburgh_35_BronchoalveolarLavage,SRX531634,SRX5380722,PRJNA241408_PRJNA522449
741f463f2e54,Pittsburgh_36_BronchoalveolarLavage,SRX531638,SRX5380723,PRJNA241408_PRJNA522449
8d2548d4d3cd,Pittsburgh_38_BronchoalveolarLavage,SRX531642,SRX5380724,PRJNA241408_PRJNA522449
4787c08a6fc7,Pittsburgh_39_BronchoalveolarLavage,SRX531646,SRX5380668,PRJNA241408_PRJNA522449
0c8d7985bb16,Pittsburgh_4_BronchoalveolarLavage,SRX531540,SRX5380698,PRJNA241408_PRJNA522449
0dfcabc03326,Pittsburgh_5_BronchoalveolarLavage,SRX531544,SRX5380696,PRJNA241408_PRJNA522449
0f23f8522ba6,Pittsburgh_7_BronchoalveolarLavage,SRX531550,SRX5380692,PRJNA241408_PRJNA522449
217ccbb83971,Pittsburgh_8_BronchoalveolarLavage,SRX531555,SRX5380700,PRJNA241408_PRJNA522449
7cd7ab47d735,SanFrancisco_1_BronchoalveolarLavage,SRX531651,SRX5380664,PRJNA241408_PRJNA522449
1cf3d5613677,SanFrancisco_2_BronchoalveolarLavage,SRX531653,SRX5380673,PRJNA241408_PRJNA522449
3d149abb9f07,SanFrancisco_3_BronchoalveolarLavage,SRX531657,SRX5380624,PRJNA241408_PRJNA522449
0b27f30a9c54,SanFrancisco_3_InducedSputum,SRX531658,SRX5380730,PRJNA241408_PRJNA522449
12faf3d7b269,SanFrancisco_4_BronchoalveolarLavage,SRX531662,SRX5380735,PRJNA241408_PRJNA522449
807ab9b5a16a,SanFrancisco_4_InducedSputum,SRX531663,SRX5380687,PRJNA241408_PRJNA522449
dce6272b1a74,SanFrancisco_5_BronchoalveolarLavage,SRX531667,SRX5380740,PRJNA241408_PRJNA522449
b89f3db0cea0,SanFrancisco_5_InducedSputum,SRX531668,SRX5380686,PRJNA241408_PRJNA522449
88511af294ac,SanFrancisco_6_BronchoalveolarLavage,SRX531672,SRX5380689,PRJNA241408_PRJNA522449
6b46d9181b3f,SanFrancisco_6_InducedSputum,SRX531673,SRX5380688,PRJNA241408_PRJNA522449
573cac4d10a3,SanFrancisco_7_BronchoalveolarLavage,SRX531677,SRX5380683,PRJNA241408_PRJNA522449
420d9a37dc63,SanFrancisco_8_BronchoalveolarLavage,SRX531679,SRX5380682,PRJNA241408_PRJNA522449
02f660af1b49,SanFrancisco_8_InducedSputum,SRX531680,SRX5380685,PRJNA241408_PRJNA522449
2cb96c7ea5ea,SanFrancisco_9_InducedSputum,SRX531682,SRX5380684,PRJNA241408_PRJNA522449
a4feeada67e9,SUBJECT_1_PRE,SRX653587,SRX661806,PRJNA246028_PRJNA256169
69eeb9f25a0f,SUBJECT_2_POST,SRX657815,SRX661807,PRJNA246028_PRJNA256169
df4f785a50ad,SUBJECT_2_PRE,SRX657816,SRX661808,PRJNA246028_PRJNA256169
9e96b84c8fed,SUBJECT_3_POST,SRX657817,SRX661809,PRJNA246028_PRJNA256169
f5234e6da97f,SUBJECT_3_PRE,SRX657818,SRX661810,PRJNA246028_PRJNA256169
eaf4ae6801e6,SUBJECT_6_POST,SRX657819,SRX661811,PRJNA246028_PRJNA256169
bd996101457e,SUBJECT_6_PRE,SRX657820,SRX661812,PRJNA246028_PRJNA256169
903405308977,SUBJECT_8_INTER,SRX657821,SRX661814,PRJNA246028_PRJNA256169
030436879d51,SUBJECT_8_POST,SRX657822,SRX661815,PRJNA246028_PRJNA256169
39a681a42a61,SUBJECT_8_PRE,SRX657823,SRX661816,PRJNA246028_PRJNA256169
32976bce2ca9,SUBJECT_9_INTER,SRX657824,SRX661817,PRJNA246028_PRJNA256169
41fe30d1ad99,SUBJECT_9_POST,SRX657825,SRX661819,PRJNA246028_PRJNA256169
17dc579c1690,SUBJECT_9_PRE,SRX657826,SRX661822,PRJNA246028_PRJNA256169
d2fa038a4466,Con1B3t0,SRX738495,SRX738375,PRJNA263505
55e7c22aadf0,Con1B3t1,SRX738496,SRX738376,PRJNA263505
f19ace649ba9,Con1B3t2,SRX738497,SRX738377,PRJNA263505
65dfa534b549,Con1B6t0,SRX738498,SRX738378,PRJNA263505
2111c4debadd,Con1B6t1,SRX738499,SRX738379,PRJNA263505
9c2bdede7efc,Con1B6t2,SRX738500,SRX738380,PRJNA263505
b0a7e3a3c9c3,Con3B1t0,SRX738501,SRX738381,PRJNA263505
1510efab1592,Con3B1t1,SRX738502,SRX738382,PRJNA263505
ea7ee0fcd3ef,Con3B1t2,SRX738503,SRX738383,PRJNA263505
8302aefe7d12,Con3B4t0,SRX738504,SRX738384,PRJNA263505
52c57e8add6c,Con3B4t1,SRX738505,SRX738385,PRJNA263505
7c6148e60cd8,Con3B4t2,SRX738506,SRX738386,PRJNA263505
7b30a5a70e44,Con3B7t0,SRX738507,SRX738387,PRJNA263505
3aaeefb15706,Con3B7t1,SRX738508,SRX738388,PRJNA263505
8151c837f983,Con3B7t2,SRX738509,SRX738389,PRJNA263505
a3ff1cc432d7,Con3B8t0,SRX738510,SRX738390,PRJNA263505
354c4cb78c6d,Con3B8t1,SRX738511,SRX738391,PRJNA263505
1f8f9d9fc5e6,Con3B8t2,SRX738512,SRX738392,PRJNA263505
6818467c44b0,Con4B2t0,SRX738513,SRX738393,PRJNA263505
93cd350efff3,Con4B2t1,SRX738514,SRX738394,PRJNA263505
37e629e5357e,Con4B2t2,SRX738515,SRX738395,PRJNA263505
8c70115f631b,Con4B5t0,SRX738516,SRX738396,PRJNA263505
d17e69717cca,Con4B5t1,SRX738517,SRX738397,PRJNA263505
40963822cedf,Con4B5t2,SRX738518,SRX738398,PRJNA263505
c0ba41ac17b9,Fish14B8t0,SRX738519,SRX738399,PRJNA263505
edf669b2d7ea,Fish19B1t0,SRX738520,SRX738400,PRJNA263505
8f6b31be2bb5,Fish19B1t1,SRX738521,SRX738401,PRJNA263505
280c625e393d,Fish19B6t0,SRX738522,SRX738402,PRJNA263505
6c20e89eb318,Fish19B6t1,SRX738523,SRX738403,PRJNA263505
530d04c0f70b,Fish19B8t1,SRX738524,SRX738404,PRJNA263505
1b840baa9351,Fish20B3t2,SRX738525,SRX738405,PRJNA263505
407f330a6f97,Fish20B4t0,SRX738526,SRX738406,PRJNA263505
2295d39faec1,Fish20B4t2,SRX738527,SRX738407,PRJNA263505
1222d89442c0,Fish21B7t0,SRX738528,SRX738408,PRJNA263505
f6abbbe2ccb2,Fish21B7t1,SRX738529,SRX738409,PRJNA263505
5c10037ff878,Fish22B2t0,SRX738530,SRX738410,PRJNA263505
ee3148bfa2c4,Fish22B2t2,SRX738531,SRX738411,PRJNA263505
c86c22601b24,Fish24B4t0,SRX738532,SRX738412,PRJNA263505
fed7638cbef9,Fish24B4t1,SRX738533,SRX738413,PRJNA263505
02c38465d3c1,Fish25B6t0,SRX738534,SRX738414,PRJNA263505
2fe6aa320bb8,Fish25B6t2,SRX738535,SRX738415,PRJNA263505
7daf4730d123,Fish26B3t0,SRX738536,SRX738416,PRJNA263505
d7d560a7922c,Fish26B5t0,SRX738537,SRX738417,PRJNA263505
9fa814f3967c,Fish26B5t1,SRX738538,SRX738418,PRJNA263505
46ac6fc19bf2,Fish28B2t1,SRX738539,SRX738419,PRJNA263505
933888553c57,Fish28B7t0,SRX738540,SRX738420,PRJNA263505
eababf90e3b4,Fish28B7t2,SRX738541,SRX738421,PRJNA263505
28c5661f112f,Fish28B8t0,SRX738542,SRX738422,PRJNA263505
9af7af47d2e7,Fish28B8t2,SRX738543,SRX738423,PRJNA263505
e502f402bf44,Fish35B5t0,SRX738544,SRX738424,PRJNA263505
cf3fa2054e36,Fish35B5t2,SRX738545,SRX738425,PRJNA263505
d7cede78b5af,Fish38B2t0,SRX738546,SRX738426,PRJNA263505
06a631546544,Fish39B1t0,SRX738547,SRX738427,PRJNA263505
ff9ee434ef28,Fish39B1t2,SRX738548,SRX738428,PRJNA263505
d1dfd3783b3a,Fish51B3t0,SRX738549,SRX738429,PRJNA263505
d6ecfc7350e3,Fish51B3t1,SRX738550,SRX738430,PRJNA263505
886e6a9c6b50,SV113B6t0,SRX738551,SRX738431,PRJNA263505
a4b1e1c4bcbf,SV119B1t0,SRX738552,SRX738432,PRJNA263505
657f6e8c3a36,SV119B1t1,SRX738553,SRX738433,PRJNA263505
0426f9f60873,SV119B6t0,SRX738554,SRX738434,PRJNA263505
7a6100431bf3,SV119B6t2,SRX738555,SRX738435,PRJNA263505
5741acbd7615,SV119B7t0,SRX738556,SRX738436,PRJNA263505
3864feeb8e36,SV119B7t1,SRX738557,SRX738437,PRJNA263505
3e818e6e354b,SV123B6t1,SRX738558,SRX738438,PRJNA263505
15707fdfe16e,SV123B7t0,SRX738559,SRX738439,PRJNA263505
83ae21d9386c,SV123B7t2,SRX738560,SRX738440,PRJNA263505
b3ded8ea4b18,SV123B8t0,SRX738561,SRX738441,PRJNA263505
10cbb66d1cbf,SV123B8t1,SRX738562,SRX738442,PRJNA263505
589c94dffe0a,SV126B2t0,SRX738563,SRX738443,PRJNA263505
a4a1db0d7196,SV126B2t2,SRX738564,SRX738444,PRJNA263505
7ee8ad25d925,SV126B8t0,SRX738565,SRX738445,PRJNA263505
a54dab9e8f58,SV126B8t2,SRX738566,SRX738446,PRJNA263505
a5c4c001b01d,SV128B4t0,SRX738567,SRX738447,PRJNA263505
523ae7d16401,SV128B4t1,SRX738568,SRX738448,PRJNA263505
dbc146f242d2,SV129B1t0,SRX738569,SRX738449,PRJNA263505
48cfeb293585,SV129B1t2,SRX738570,SRX738450,PRJNA263505
1154ac356fb7,SV129B3t0,SRX738571,SRX738451,PRJNA263505
844a0d32e63c,SV129B3t2,SRX738572,SRX738452,PRJNA263505
2340c2303927,SV137B3t0,SRX738573,SRX738453,PRJNA263505
acaa8a0b09a4,SV137B3t1,SRX738574,SRX738454,PRJNA263505
3e96495b0357,SV141B4t0,SRX738575,SRX738455,PRJNA263505
77175c92c151,SV141B4t2,SRX738576,SRX738456,PRJNA263505
a0a0f416e3c7,SV141B5t0,SRX738577,SRX738457,PRJNA263505
5f9c408ded1c,SV141B5t1,SRX738578,SRX738458,PRJNA263505
3515ab9a6e8e,SV153B5t0,SRX738579,SRX738459,PRJNA263505
0d9f7cc924fb,SV153B5t2,SRX738580,SRX738460,PRJNA263505
650502d70bf9,SV157B2t0,SRX738581,SRX738461,PRJNA263505
5448def34dc3,SV157B2t1,SRX738582,SRX738462,PRJNA263505
a5a8588a8612,SX6719B8t0,SRX738583,SRX738463,PRJNA263505
36cdc8e03002,SX6719B8t2,SRX738584,SRX738464,PRJNA263505
973931acc022,SX6720B6t0,SRX738585,SRX738465,PRJNA263505
d18ae637caf7,SX6720B6t1,SRX738586,SRX738466,PRJNA263505
c2e4759769bf,SX6721B7t0,SRX738587,SRX738467,PRJNA263505
71a0b4ab208e,SX6721B7t1,SRX738588,SRX738468,PRJNA263505
8099dd5362a9,SX6722B4t0,SRX738589,SRX738469,PRJNA263505
28ad2f443da3,SX6722B4t1,SRX738590,SRX738470,PRJNA263505
351f861493d7,SX6723B8t0,SRX738591,SRX738471,PRJNA263505
bcc9b6ee3fa3,SX6723B8t1,SRX738592,SRX738472,PRJNA263505
179788958300,SX6724B6t0,SRX738593,SRX738473,PRJNA263505
651aa0a34660,SX6724B6t2,SRX738594,SRX738474,PRJNA263505
cede2e83e98d,SX6730B1t0,SRX738595,SRX738475,PRJNA263505
ea5533803a90,SX6732B1t1,SRX738596,SRX738476,PRJNA263505
784d8f9fc38b,SX6734B5t0,SRX738597,SRX738477,PRJNA263505
9d72c969cf0e,SX6734B5t2,SRX738598,SRX738478,PRJNA263505
99602a37eee1,SX6736B2t0,SRX738599,SRX738479,PRJNA263505
c1976a3793dc,SX6736B2t2,SRX738600,SRX738480,PRJNA263505
da76049a5ed2,SX6736B4t0,SRX738601,SRX738481,PRJNA263505
92dfc5714d78,SX6736B4t2,SRX738602,SRX738482,PRJNA263505
2aa15fd5615c,SX6737B7t0,SRX738603,SRX738483,PRJNA263505
8bda925dc70e,SX6737B7t2,SRX738604,SRX738484,PRJNA263505
4ae7de995c88,SX6740B3t0,SRX738605,SRX738485,PRJNA263505
fc224396b5ee,SX6740B3t2,SRX738606,SRX738486,PRJNA263505
227f437a76bb,SX6744B1t0,SRX738607,SRX738487,PRJNA263505
3fb0c6ee8b2c,SX6744B1t2,SRX738608,SRX738488,PRJNA263505
6e30fa3f3043,SX6750B3t0,SRX738609,SRX738489,PRJNA263505
c80cc260dcde,SX6750B3t1,SRX738610,SRX738490,PRJNA263505
566b750e9a30,SX6752B5t0,SRX738611,SRX738491,PRJNA263505
378c909a6390,SX6752B5t1,SRX738612,SRX738492,PRJNA263505
a7b823a957e8,SX6756B2t0,SRX738613,SRX738493,PRJNA263505
7b6e71cab880,SX6756B2t1,SRX738614,SRX738494,PRJNA263505
25e0b3567ce9,10003,SRX824068,SRX824086,PRJNA271113
534d1f7f2902,10006,SRX824070,SRX824087,PRJNA271113
e4c3d39ac9f1,20035,SRX824071,SRX824088,PRJNA271113
2d70ebca490e,20036,SRX824072,SRX824089,PRJNA271113
d4dc181b358f,20037,SRX824078,SRX824095,PRJNA271113
0b4bebc07280,20038,SRX824079,SRX824096,PRJNA271113
38f05539dd75,20040,SRX824073,SRX824090,PRJNA271113
59b6120f6265,30001,SRX824080,SRX824097,PRJNA271113
55d864462b66,30004,SRX824074,SRX824091,PRJNA271113
2e591e29114d,30005,SRX824081,SRX824098,PRJNA271113
8536b686295e,30006,SRX824082,SRX824099,PRJNA271113
c046da6df84d,30007,SRX824083,SRX824102,PRJNA271113
925b1c442557,30008,SRX824084,SRX824103,PRJNA271113
27ff8217f07e,30010,SRX824085,SRX824104,PRJNA271113
49e282ebe490,40003,SRX824076,SRX824092,PRJNA271113
22e7c5832c48,40004,SRX824077,SRX824093,PRJNA271113
6798143f9b73,DS1,SRX1026059,SRX1026150,PRJNA282687
d261f084f806,DS10,SRX1026078,SRX1026169,PRJNA282687
2e20808c2165,DS11,SRX1026133,SRX1026224,PRJNA282687
e51affc1ca07,DS12,SRX1026125,SRX1026216,PRJNA282687
89fa989835d9,DS13,SRX1026091,SRX1026182,PRJNA282687
c2e095f76722,DS14,SRX1026104,SRX1026195,PRJNA282687
10ff58358baa,DS15,SRX1026077,SRX1026168,PRJNA282687
7a62b6ba13f6,DS17,SRX1026131,SRX1026222,PRJNA282687
357ea43e62da,DS18,SRX1026098,SRX1026189,PRJNA282687
44f1bb912d1b,DS19,SRX1026117,SRX1026208,PRJNA282687
b9e22d54aea6,DS2,SRX1026115,SRX1026206,PRJNA282687
fcb79520d876,DS20,SRX1026130,SRX1026221,PRJNA282687
db479dd390ac,DS21,SRX1026109,SRX1026200,PRJNA282687
84b5b2b19b04,DS22,SRX1026067,SRX1026158,PRJNA282687
a8b0cea2497e,DS23,SRX1026065,SRX1026156,PRJNA282687
748d9b51aa65,DS24,SRX1026054,SRX1026145,PRJNA282687
989b7aa8145a,DS25,SRX1026070,SRX1026161,PRJNA282687
8402f73df43e,DS26,SRX1026108,SRX1026199,PRJNA282687
3bf784dec94e,DS27,SRX1026087,SRX1026178,PRJNA282687
116e50eb4489,DS28,SRX1026058,SRX1026149,PRJNA282687
eda2e16e24a1,DS3,SRX1026121,SRX1026212,PRJNA282687
d23d1d02dbe7,DS30,SRX1026137,SRX1026228,PRJNA282687
b803e4f15d68,DS31,SRX1026135,SRX1026226,PRJNA282687
21868b7e2cb6,DS32,SRX1026074,SRX1026165,PRJNA282687
8ac5a7481e63,DS33,SRX1026129,SRX1026220,PRJNA282687
9cbca0f51277,DS34,SRX1026113,SRX1026204,PRJNA282687
2b4b1d716965,DS35,SRX1026116,SRX1026207,PRJNA282687
a659c499ff1f,DS36,SRX1026088,SRX1026179,PRJNA282687
7080da6e9c69,DS37,SRX1026089,SRX1026180,PRJNA282687
b096f160a7ea,DS38,SRX1026069,SRX1026160,PRJNA282687
a1018b5c9a13,DS39,SRX1026056,SRX1026147,PRJNA282687
9f34b4382d13,DS4,SRX1026105,SRX1026196,PRJNA282687
0aa87ceea1d2,DS40,SRX1026118,SRX1026209,PRJNA282687
d3e29d4e4a3e,DS41,SRX1026111,SRX1026202,PRJNA282687
b7687692f42c,DS42,SRX1026136,SRX1026227,PRJNA282687
9a03c7698de4,DS43,SRX1026127,SRX1026218,PRJNA282687
8ada9001cadc,DS45,SRX1026122,SRX1026213,PRJNA282687
22917fab2ae6,DS46,SRX1026101,SRX1026192,PRJNA282687
be4e81e0e24b,DS47,SRX1026097,SRX1026188,PRJNA282687
89cc9b7d1a74,DS48,SRX1026143,SRX1026234,PRJNA282687
fa921fb7ca5a,DS49,SRX1026099,SRX1026190,PRJNA282687
2b59b800ba75,DS5,SRX1026068,SRX1026159,PRJNA282687
9426f65d8f5a,DS50,SRX1026096,SRX1026187,PRJNA282687
70d2b92163b2,DS51,SRX1026102,SRX1026193,PRJNA282687
f666f837247f,DS52,SRX1026079,SRX1026170,PRJNA282687
ab68609b74c6,DS53,SRX1026093,SRX1026184,PRJNA282687
1bee52f2cf16,DS54,SRX1026114,SRX1026205,PRJNA282687
6fa78436e1f3,DS55,SRX1026094,SRX1026185,PRJNA282687
313186bb0752,DS57,SRX1026110,SRX1026201,PRJNA282687
ad1abe78ec2d,DS58,SRX1026075,SRX1026166,PRJNA282687
fb0a6c6d4139,DS59,SRX1026141,SRX1026232,PRJNA282687
511f6d9aa788,DS6,SRX1026085,SRX1026176,PRJNA282687
7959e12bf67e,DS60,SRX1026106,SRX1026197,PRJNA282687
30346e7892e8,DS61,SRX1026066,SRX1026157,PRJNA282687
b15ab04dd690,DS62,SRX1026090,SRX1026181,PRJNA282687
a2d9bb8c3293,DS63,SRX1026060,SRX1026151,PRJNA282687
69b9b213bb8f,DS64,SRX1026103,SRX1026194,PRJNA282687
d3732765a108,DS65,SRX1026100,SRX1026191,PRJNA282687
1f53db511cdc,DS66,SRX1026061,SRX1026152,PRJNA282687
91bd14d388dc,DS67,SRX1026086,SRX1026177,PRJNA282687
e3cd9658d3ce,DS68,SRX1026132,SRX1026223,PRJNA282687
6a4e3accb8ab,DS69,SRX1026071,SRX1026162,PRJNA282687
19a466185fad,DS7,SRX1026112,SRX1026203,PRJNA282687
7775984cff1d,DS70,SRX1026119,SRX1026210,PRJNA282687
a620f4abd6af,DS71,SRX1026123,SRX1026214,PRJNA282687
970427221b83,DS72,SRX1026083,SRX1026174,PRJNA282687
0d8d00e28ef6,DS73,SRX1026139,SRX1026230,PRJNA282687
2309294123de,DS74,SRX1026063,SRX1026154,PRJNA282687
2e660f5270b7,DS75,SRX1026080,SRX1026171,PRJNA282687
3dfd4e42c377,DS76,SRX1026138,SRX1026229,PRJNA282687
7f7523320451,DS77,SRX1026095,SRX1026186,PRJNA282687
a2fdf1bab0eb,DS78,SRX1026124,SRX1026215,PRJNA282687
871276849ab8,DS79,SRX1026134,SRX1026225,PRJNA282687
634243abcce9,DS8,SRX1026142,SRX1026233,PRJNA282687
e4e26e15fbbc,DS80,SRX1026055,SRX1026146,PRJNA282687
fbea2b8e0863,DS81,SRX1026072,SRX1026163,PRJNA282687
7ac2a764ad46,DS82,SRX1026128,SRX1026219,PRJNA282687
c39911699dc8,DS83,SRX1026084,SRX1026175,PRJNA282687
38668bcc1e3e,DS84,SRX1026107,SRX1026198,PRJNA282687
05f40ef655df,DS85,SRX1026057,SRX1026148,PRJNA282687
860e3d5f5022,DS86,SRX1026064,SRX1026155,PRJNA282687
f0838da07f13,DS87,SRX1026062,SRX1026153,PRJNA282687
67844666ac42,DS88,SRX1026073,SRX1026164,PRJNA282687
d0555b053e75,DS89,SRX1026076,SRX1026167,PRJNA282687
d6d1afde44d9,DS9,SRX1026120,SRX1026211,PRJNA282687
87ce11da4560,DS90,SRX1026082,SRX1026173,PRJNA282687
a40b36b63294,DS91,SRX1026092,SRX1026183,PRJNA282687
ac96e64387b4,DS92,SRX1026053,SRX1026144,PRJNA282687
8f7749cc6bab,DS93,SRX1026140,SRX1026231,PRJNA282687
86936b661343,DS94,SRX1026081,SRX1026172,PRJNA282687
c86ab1c1e1e5,DS95,SRX1026126,SRX1026217,PRJNA282687
c2447c01a74b,ADS_013,SRX1071934,SRX1071933,PRJNA287840
da762987dee5,ADS_017,SRX1071936,SRX1071935,PRJNA287840
38759dfab1cb,ADS_025,SRX1071938,SRX1071937,PRJNA287840
1c4c7661827b,ADS_033,SRX1071940,SRX1071939,PRJNA287840
713c1a1d4329,ADS_041,SRX1071942,SRX1071941,PRJNA287840
280953b4c576,ADS_049,SRX1071944,SRX1071943,PRJNA287840
4ab77da2403d,ADS_057,SRX1071946,SRX1071945,PRJNA287840
ce7127be6a38,ADS_065,SRX1071948,SRX1071947,PRJNA287840
7616152494cb,ADS_073,SRX1071950,SRX1071949,PRJNA287840
a50732634556,ADS_081,SRX1071952,SRX1071951,PRJNA287840
c3cde29b2458,ADS_089,SRX1071954,SRX1071953,PRJNA287840
5c58992a6504,ADS_098,SRX1071956,SRX1071955,PRJNA287840
4f5da08d4971,ADS_106,SRX1071958,SRX1071957,PRJNA287840
6a870675c6cc,APL_012,SRX1071960,SRX1071959,PRJNA287840
56fba78641a3,APL_016,SRX1071962,SRX1071961,PRJNA287840
659b4dcf1166,APL_024,SRX1071964,SRX1071963,PRJNA287840
eab39151baf6,APL_032,SRX1071966,SRX1071965,PRJNA287840
89d9aca3a9cc,APL_040,SRX1071968,SRX1071967,PRJNA287840
de7f4cee2e1f,APL_048,SRX1071970,SRX1071969,PRJNA287840
142c4df76ca5,APL_056,SRX1071972,SRX1071971,PRJNA287840
3e42cab5f595,APL_064,SRX1071974,SRX1071973,PRJNA287840
ad6a557c27af,APL_072,SRX1071976,SRX1071975,PRJNA287840
6ee98cd383b9,APL_080,SRX1071978,SRX1071977,PRJNA287840
b8469ec562ac,APL_088,SRX1071980,SRX1071979,PRJNA287840
f6e72b8ee38e,APL_097,SRX1071982,SRX1071981,PRJNA287840
a483c90cc572,APL_105,SRX1071984,SRX1071983,PRJNA287840
c2c49494bc0a,AUP_011,SRX1071986,SRX1071985,PRJNA287840
d76269fffbe8,AUP_015,SRX1071988,SRX1071987,PRJNA287840
2e9078c142d9,AUP_023,SRX1071990,SRX1071989,PRJNA287840
c069857452d8,AUP_031,SRX1071992,SRX1071991,PRJNA287840
59a18205b77c,AUP_039,SRX1071994,SRX1071993,PRJNA287840
3b0421edd45f,AUP_047,SRX1071996,SRX1071995,PRJNA287840
f5aec790fd93,AUP_055,SRX1071998,SRX1071997,PRJNA287840
d20e86a2dbe4,AUP_063,SRX1072000,SRX1071999,PRJNA287840
fbda5acf43c1,AUP_071,SRX1072002,SRX1072001,PRJNA287840
01fc6a95c6a8,AUP_079,SRX1072004,SRX1072003,PRJNA287840
44c88edcd698,AUP_087,SRX1072006,SRX1072005,PRJNA287840
f24a198e7507,AUP_096,SRX1072008,SRX1072007,PRJNA287840
b6006e9b8e8e,AUP_104,SRX1072010,SRX1072009,PRJNA287840
40a7e0616069,GVRD_095,SRX1072012,SRX1072011,PRJNA287840
c2ec1a5c5be9,GVRD_112,SRX1072014,SRX1072013,PRJNA287840
bc4828d9dc6e,NEG_014,SRX1072018,SRX1072017,PRJNA287840
83a6b1ade4a2,NEG_022,SRX1072020,SRX1072019,PRJNA287840
0eccc945da61,NEG_030,SRX1072022,SRX1072021,PRJNA287840
4cb1de56884d,NEG_038,SRX1072024,SRX1072023,PRJNA287840
0531245059a2,NEG_046,SRX1072026,SRX1072025,PRJNA287840
f1996b1c9bb1,NEG_054,SRX1072028,SRX1072027,PRJNA287840
8979705bf7c2,NEG_062,SRX1072030,SRX1072029,PRJNA287840
461cff44a33b,NEG_070,SRX1072032,SRX1072031,PRJNA287840
ce1dc75e0f8e,NEG_078,SRX1072034,SRX1072033,PRJNA287840
8819943cbe42,NEG_086,SRX1072036,SRX1072035,PRJNA287840
339e16a9a2ea,NEG_094,SRX1072038,SRX1072037,PRJNA287840
671e769a2a8a,NEG_103,SRX1072040,SRX1072039,PRJNA287840
99f9d321cdbc,NEG_111,SRX1072042,SRX1072041,PRJNA287840
6f03c0e63031,PDS_009,SRX1072044,SRX1072043,PRJNA287840
9cf34c5f1629,PDS_019,SRX1072046,SRX1072045,PRJNA287840
357c52e6a294,PDS_027,SRX1072048,SRX1072047,PRJNA287840
f39dfc0383e4,PDS_037,SRX1072050,SRX1072049,PRJNA287840
8c9ad7bb27fb,PDS_043,SRX1072052,SRX1072051,PRJNA287840
0ec254a04f35,PDS_051,SRX1072054,SRX1072053,PRJNA287840
f41c9db99c4f,PDS_059,SRX1072056,SRX1072055,PRJNA287840
36c0e82caa4b,PDS_067,SRX1072058,SRX1072057,PRJNA287840
16bbb7483dea,PDS_075,SRX1072060,SRX1072059,PRJNA287840
d3fc3c69853a,PDS_083,SRX1072062,SRX1072061,PRJNA287840
a996770137bc,PDS_091,SRX1072064,SRX1072063,PRJNA287840
b02f9fde48e1,PDS_100,SRX1072066,SRX1072065,PRJNA287840
999578640489,PDS_108,SRX1072068,SRX1072067,PRJNA287840
e8551fe672f0,PUP_010,SRX1072070,SRX1072069,PRJNA287840
c6e3000fa5c2,PUP_018,SRX1072072,SRX1072071,PRJNA287840
7a3f1ab81b2d,PUP_026,SRX1072074,SRX1072073,PRJNA287840
765108200732,PUP_036,SRX1072076,SRX1072075,PRJNA287840
45efb6c1a875,PUP_042,SRX1072078,SRX1072077,PRJNA287840
36f37d7a1481,PUP_050,SRX1072080,SRX1072079,PRJNA287840
6a03e4fd8202,PUP_058,SRX1072082,SRX1072081,PRJNA287840
a7dee43becc5,PUP_066,SRX1072084,SRX1072083,PRJNA287840
ca58be1d130f,PUP_074,SRX1072086,SRX1072085,PRJNA287840
29782f100205,PUP_082,SRX1072088,SRX1072087,PRJNA287840
190a165527a7,PUP_090,SRX1072090,SRX1072089,PRJNA287840
2d8d434db204,PUP_099,SRX1072092,SRX1072091,PRJNA287840
9ff3a89aebfd,PUP_107,SRX1072094,SRX1072093,PRJNA287840
