sample_id,sample_alias,fun_experiment_id,bac_experiment_id,bioproject_id
40bd485f9aaf,UDS_021,SRX1072096,SRX1072095,PRJNA287840
c10ee0057bce,UDS_029,SRX1072098,SRX1072097,PRJNA287840
fd99f16d9379,UDS_035,SRX1072100,SRX1072099,PRJNA287840
cfd3967802a2,UDS_045,SRX1072102,SRX1072101,PRJNA287840
db0537828597,UDS_053,SRX1072104,SRX1072103,PRJNA287840
bfd0a69ebbc7,UDS_061,SRX1072106,SRX1072105,PRJNA287840
5ff49ca431a4,UDS_069,SRX1072108,SRX1072107,PRJNA287840
a7b4e379de75,UDS_077,SRX1072110,SRX1072109,PRJNA287840
c79b630d68f9,UDS_085,SRX1072112,SRX1072111,PRJNA287840
9ece9e5fc60f,UDS_093,SRX1072114,SRX1072113,PRJNA287840
20f0beea535a,UDS_102,SRX1072116,SRX1072115,PRJNA287840
95a8223d4998,UDS_110,SRX1072118,SRX1072117,PRJNA287840
c168748e045a,UPL_020,SRX1072120,SRX1072119,PRJNA287840
e114b8c86523,UPL_028,SRX1072122,SRX1072121,PRJNA287840
47a66e1dbae4,UPL_034,SRX1072124,SRX1072123,PRJNA287840
d2f400406b2b,UPL_044,SRX1072126,SRX1072125,PRJNA287840
266701a218c8,UPL_052,SRX1072128,SRX1072127,PRJNA287840
20b8a74a20b0,UPL_060,SRX1072130,SRX1072129,PRJNA287840
b3ca3a9b0384,UPL_068,SRX1072132,SRX1072131,PRJNA287840
2d73284118df,UPL_076,SRX1072134,SRX1072133,PRJNA287840
7574ff45f5bd,UPL_084,SRX1072136,SRX1072135,PRJNA287840
03eb14b56ddd,UPL_092,SRX1072138,SRX1072137,PRJNA287840
132682a96f0d,UPL_101,SRX1072140,SRX1072139,PRJNA287840
c979d5fdaf00,UPL_109,SRX1072142,SRX1072141,PRJNA287840
a3d07cc86036,Bulk_Forest2,SRX1247974,SRX1247924,PRJNA295773
61a031be026f,Bulk_Forest4,SRX1247949,SRX1247925,PRJNA295773
eb3335f59e37,Bulk_Forest5,SRX1247980,SRX1247776,PRJNA295773
4745b8081e6e,Bulk_Forest6,SRX1247950,SRX1247937,PRJNA295773
09170a7f5b88,Bulk_Sand2,SRX1247975,SRX1247938,PRJNA295773
cc93031e1a51,Bulk_Sand5,SRX1247928,SRX1247794,PRJNA295773
1d18e075a88d,Bulk_Sand6,SRX1247954,SRX1247951,PRJNA295773
c48041dc6e8c,Leaf_Forest1,SRX1247932,SRX1247800,PRJNA295773
7a465d0c4543,Leaf_Forest3,SRX1247959,SRX1247801,PRJNA295773
5c61283989c5,Leaf_Forest5,SRX1247934,SRX1247939,PRJNA295773
53d48047c874,Leaf_Forest6,SRX1247935,SRX1247802,PRJNA295773
57faeb2c5617,Leaf_Forest7,SRX1247963,SRX1247805,PRJNA295773
53be80b948a3,Leaf_Sand1,SRX1247965,SRX1247940,PRJNA295773
951e95d8db5e,Leaf_Sand2,SRX1247966,SRX1247849,PRJNA295773
83c376d2ba0a,Leaf_Sand3,SRX1247967,SRX1247867,PRJNA295773
41397b12f70f,Leaf_Sand4,SRX1247968,SRX1247869,PRJNA295773
1dfd225eb5f7,Leaf_Sand5,SRX1247969,SRX1247955,PRJNA295773
017c4818cb47,Leaf_Sand7,SRX1247971,SRX1247879,PRJNA295773
9eb5b42cd125,Leaf_Sand8,SRX1247972,SRX1247956,PRJNA295773
54039ebd0589,Rhizosphere_Forest6,SRX1247942,SRX1247895,PRJNA295773
fd4aa7805b96,Rhizosphere_Forest7,SRX1247943,SRX1247960,PRJNA295773
ae00af176192,Rhizosphere_Sand2,SRX1247933,SRX1247899,PRJNA295773
68a5559f974d,Rhizosphere_Sand5,SRX1247892,SRX1247902,PRJNA295773
90a27f8e098c,Rhizosphere_Sand6,SRX1247945,SRX1247903,PRJNA295773
7a8e6576f948,Rhizosphere_Sand7,SRX1247946,SRX1247964,PRJNA295773
27fd556d1921,Rhizosphere_Sand8,SRX1247947,SRX1247846,PRJNA295773
d9336410ae29,0021_crcp1,SRX1819162,SRX1824325,PRJNA324410
7634be27d339,0041_crcp2,SRX1819318,SRX1824526,PRJNA324410
adbf0b0fc9c1,0062_crcp2,SRX1819441,SRX1824636,PRJNA324410
67a87868562b,0099_crcp3,SRX1819446,SRX1824641,PRJNA324410
88b96b919ab0,0114_crcp3,SRX1819456,SRX1824651,PRJNA324410
dbbd3252605b,0162_crcp4,SRX1819465,SRX1824660,PRJNA324410
710bb830dca8,0176_crcp4,SRX1819473,SRX1824668,PRJNA324410
f68f0ffe480d,0177_crcp4,SRX1819474,SRX1824669,PRJNA324410
bd74e566968b,0755_crcp9,SRX1819181,SRX1824344,PRJNA324410
befbf39e708d,0756_crcp9,SRX1819182,SRX1824345,PRJNA324410
9e9cf14cdd81,0757_crcp9,SRX1819183,SRX1824346,PRJNA324410
fc9fd5adca24,0758_crcp9,SRX1819185,SRX1824348,PRJNA324410
dcce87ed0f23,0759_crcp9,SRX1819186,SRX1824349,PRJNA324410
fb564250d04f,0760_crcp9,SRX1819187,SRX1824350,PRJNA324410
194b70a2444b,0761_crcp9,SRX1819188,SRX1824351,PRJNA324410
a92ae2deb955,0762_crcp9,SRX1819189,SRX1824352,PRJNA324410
74d5dab16152,0763_crcp9,SRX1819190,SRX1824353,PRJNA324410
4c031215f9e6,0764_crcp9,SRX1819191,SRX1824354,PRJNA324410
74d079f62cc3,0765_crcp9,SRX1819192,SRX1824357,PRJNA324410
8ef5573b2b7b,0766_crcp9,SRX1819193,SRX1824362,PRJNA324410
244d2d9a39e2,0767_crcp9,SRX1819194,SRX1824367,PRJNA324410
bc9441910844,0798_crcp10,SRX1819197,SRX1824375,PRJNA324410
2862790ef5fd,0799_crcp10,SRX1819198,SRX1824376,PRJNA324410
52858ae45a01,0800_crcp10,SRX1819199,SRX1824379,PRJNA324410
727ce5a6d0ae,0801_crcp10,SRX1819200,SRX1824382,PRJNA324410
706f6c8f1ab9,0802_crcp10,SRX1819201,SRX1824384,PRJNA324410
bedf4a7e3de5,0804_crcp10,SRX1819202,SRX1824386,PRJNA324410
201db0d099eb,0805_crcp10,SRX1819203,SRX1824389,PRJNA324410
a52836dc0024,0806_crcp10,SRX1819204,SRX1824392,PRJNA324410
bab66be301d5,0807_crcp10,SRX1819205,SRX1824393,PRJNA324410
21440f7d3c40,0809_crcp10,SRX1819206,SRX1824394,PRJNA324410
82a97301366f,0810_crcp10,SRX1819208,SRX1824396,PRJNA324410
a72736db8715,0811_crcp10,SRX1819209,SRX1824397,PRJNA324410
ce3130f54601,0812_crcp10,SRX1819210,SRX1824398,PRJNA324410
54ac92fed7e0,0815_crcp10,SRX1819211,SRX1824399,PRJNA324410
15ff83449ccf,0816_crcp10,SRX1819212,SRX1824400,PRJNA324410
9937ef52652b,0817_crcp10,SRX1819213,SRX1824401,PRJNA324410
46b122b0c6f1,0818_crcp10,SRX1819214,SRX1824402,PRJNA324410
0886e7fa05f4,0820_crcp10,SRX1819215,SRX1824403,PRJNA324410
e791764ee5eb,0821_crcp10,SRX1819216,SRX1824404,PRJNA324410
f0356f7d149c,0822_crcp10,SRX1819217,SRX1824405,PRJNA324410
d4c10d3cb8b4,0823_crcp10,SRX1819219,SRX1824407,PRJNA324410
fa1386c53e26,0825_crcp10,SRX1819220,SRX1824408,PRJNA324410
0d153fb04ca9,0826_crcp10,SRX1819221,SRX1824409,PRJNA324410
eee7dcbb8b16,0827_crcp10,SRX1819222,SRX1824410,PRJNA324410
82282e393793,0828_crcp10,SRX1819223,SRX1824411,PRJNA324410
a3a5b0b65018,0861_crcp11,SRX1819224,SRX1824412,PRJNA324410
8bc8c149b319,0862_crcp11,SRX1819225,SRX1824413,PRJNA324410
8fe1b21e9827,0863_crcp11,SRX1819226,SRX1824414,PRJNA324410
abc42bcf83ba,0864_crcp11,SRX1819227,SRX1824415,PRJNA324410
5764e4595067,0865_crcp11,SRX1819228,SRX1824416,PRJNA324410
782bb46e5606,0866_crcp11,SRX1819230,SRX1824418,PRJNA324410
e7cc8461a34c,0867_crcp11,SRX1819231,SRX1824419,PRJNA324410
6d762754b51d,0869_crcp11,SRX1819232,SRX1824420,PRJNA324410
355ddc071dab,0873_crcp11,SRX1819233,SRX1824421,PRJNA324410
3cc411ef6422,0874_crcp11,SRX1819234,SRX1824422,PRJNA324410
929df160bfed,0882_crcp11,SRX1819235,SRX1824423,PRJNA324410
ff35efaf0aca,0883_crcp11,SRX1819236,SRX1824424,PRJNA324410
e31c59745474,0885_crcp11,SRX1819237,SRX1824425,PRJNA324410
c4d3775c194f,0886_crcp11,SRX1819238,SRX1824426,PRJNA324410
7d385471cc46,0926_crcpB5,SRX1819239,SRX1824427,PRJNA324410
b69b0f0e48c5,0927_crcpB5,SRX1819241,SRX1824429,PRJNA324410
e0ae112d1b47,0928_crcpB5,SRX1819242,SRX1824430,PRJNA324410
46bd36e2ab7c,0930_crcpB5,SRX1819243,SRX1824431,PRJNA324410
f6c62354d626,0932_crcpB5,SRX1819244,SRX1824432,PRJNA324410
a9a082b2be8d,0933_crcpB5,SRX1819245,SRX1824433,PRJNA324410
128a8cbb72d4,0934_crcpB5,SRX1819246,SRX1824444,PRJNA324410
4a439782721d,0936_crcpB5,SRX1819247,SRX1824455,PRJNA324410
36c1c48a474f,0937_crcpB5,SRX1819248,SRX1824456,PRJNA324410
e7f74b421ed0,0938_crcpB5,SRX1819249,SRX1824457,PRJNA324410
6d7aaf99cb51,0944_crcpB5,SRX1819250,SRX1824458,PRJNA324410
b3ae24cdb325,0946_crcpB6,SRX1819252,SRX1824460,PRJNA324410
eeb682125bb8,0947_crcpB6,SRX1819253,SRX1824461,PRJNA324410
2515dc1bc760,0948_crcpB6,SRX1819254,SRX1824462,PRJNA324410
0d44a4570485,0949_crcpB6,SRX1819255,SRX1824463,PRJNA324410
2e57838757ec,0950_crcpB6,SRX1819256,SRX1824464,PRJNA324410
895324d188de,0951_crcpB6,SRX1819257,SRX1824465,PRJNA324410
af7634ee2589,0952_crcpB6,SRX1819258,SRX1824466,PRJNA324410
923f2a5f9461,0953_crcpB6,SRX1819259,SRX1824467,PRJNA324410
7878eda881b4,0954_crcpB6,SRX1819260,SRX1824468,PRJNA324410
cf49bf4802c8,0955_crcpB6,SRX1819261,SRX1824469,PRJNA324410
2311ed1d9e85,0956_crcpB6,SRX1819263,SRX1824471,PRJNA324410
44acd39d302d,0957_crcpB6,SRX1819264,SRX1824472,PRJNA324410
9a2b2c98a77f,0958_crcpB6,SRX1819265,SRX1824473,PRJNA324410
38dcd49c3101,0959_crcpB6,SRX1819266,SRX1824474,PRJNA324410
afa36331793b,0960_crcpB6,SRX1819267,SRX1824475,PRJNA324410
9c3d7e44b577,0961_crcpB6,SRX1819268,SRX1824476,PRJNA324410
cdbc2868464c,0962_crcpB6,SRX1819269,SRX1824477,PRJNA324410
bd7935e45418,0963_crcpB6,SRX1819270,SRX1824478,PRJNA324410
4202629e9fff,0964_crcpB6,SRX1819271,SRX1824479,PRJNA324410
d08feaaf9d87,0965_crcpB6,SRX1819272,SRX1824480,PRJNA324410
3621b73b903e,0966_crcpB6,SRX1819274,SRX1824482,PRJNA324410
00e9f5bd73e0,0967_crcpB6,SRX1819275,SRX1824483,PRJNA324410
65b505b046ba,0968_crcpB6,SRX1819276,SRX1824484,PRJNA324410
115366e154b2,0969_crcpB6,SRX1819277,SRX1824485,PRJNA324410
0e0456d582ff,C001,SRX1819278,SRX1824486,PRJNA324410
fcae8a895306,C032,SRX1819279,SRX1824487,PRJNA324410
4e3b2bcbd96a,C156,SRX1819280,SRX1824488,PRJNA324410
cf919f16dfe3,C158,SRX1819281,SRX1824489,PRJNA324410
1350882de1e0,C163,SRX1819282,SRX1824490,PRJNA324410
06c0bf015352,C164,SRX1819283,SRX1824491,PRJNA324410
09965627dcb3,C167,SRX1819285,SRX1824493,PRJNA324410
510308d48df9,C168,SRX1819286,SRX1824494,PRJNA324410
cbea3f79d55a,C169,SRX1819287,SRX1824495,PRJNA324410
a3d8c089616f,C170,SRX1819288,SRX1824496,PRJNA324410
2dadcaed0702,C174,SRX1819289,SRX1824497,PRJNA324410
d4b86a6c0752,C178,SRX1819290,SRX1824498,PRJNA324410
fd2bc2317385,C179,SRX1819291,SRX1824499,PRJNA324410
d95224a6aca4,C180,SRX1819292,SRX1824500,PRJNA324410
9a5eb44eef61,C181,SRX1819293,SRX1824501,PRJNA324410
e0afa2d45e1e,C184,SRX1819294,SRX1824502,PRJNA324410
6f79b064740b,C185,SRX1819296,SRX1824504,PRJNA324410
42581ea58cf5,C231,SRX1819297,SRX1824505,PRJNA324410
5b33fa95b335,C235,SRX1819298,SRX1824506,PRJNA324410
cd5bd31f6eb6,C236,SRX1819299,SRX1824507,PRJNA324410
b52f9340b28b,C237,SRX1819300,SRX1824508,PRJNA324410
5b8ff0a43d85,C243,SRX1819301,SRX1824509,PRJNA324410
d587a1f8ec20,C247,SRX1819302,SRX1824510,PRJNA324410
1ee6cf5871b8,C248,SRX1819303,SRX1824511,PRJNA324410
56241246b037,C249,SRX1819304,SRX1824512,PRJNA324410
4e5c515a09af,C251,SRX1819305,SRX1824513,PRJNA324410
c29882b23a4c,C261,SRX1819308,SRX1824516,PRJNA324410
143969294f67,C262,SRX1819309,SRX1824517,PRJNA324410
5c069b210851,C266,SRX1819310,SRX1824518,PRJNA324410
ebe7736eb79b,C268,SRX1819311,SRX1824519,PRJNA324410
b96fc283e020,C269,SRX1819312,SRX1824520,PRJNA324410
44a3b4f25dde,C273,SRX1819313,SRX1824521,PRJNA324410
3fabff5d76e9,C274,SRX1819314,SRX1824522,PRJNA324410
ed919a745053,C277,SRX1819315,SRX1824523,PRJNA324410
9f0f4cca5932,C278,SRX1819316,SRX1824524,PRJNA324410
fed4b58da350,C279,SRX1819317,SRX1824525,PRJNA324410
2a819db4d32c,C280,SRX1819319,SRX1824527,PRJNA324410
53a132f6807c,C284,SRX1819320,SRX1824528,PRJNA324410
a76a9795317d,C285,SRX1819321,SRX1824529,PRJNA324410
5e958423b363,C288,SRX1819322,SRX1824530,PRJNA324410
769ab525ba24,C289,SRX1819323,SRX1824531,PRJNA324410
3137b0d1795b,C290,SRX1819324,SRX1824532,PRJNA324410
56e07962198c,C291,SRX1819325,SRX1824533,PRJNA324410
4900cf4714a1,C294,SRX1819326,SRX1824534,PRJNA324410
d382183580f1,C295,SRX1819327,SRX1824535,PRJNA324410
d638cf1623c2,C330,SRX1819328,SRX1824536,PRJNA324410
eae7c89e8f6b,C334,SRX1819330,SRX1824538,PRJNA324410
2642aa464b0f,C337,SRX1819331,SRX1824539,PRJNA324410
47195cb8eeb7,C340,SRX1819332,SRX1824540,PRJNA324410
7c37f3d3305b,C349,SRX1819333,SRX1824541,PRJNA324410
516f9ddce4ec,C355,SRX1819334,SRX1824542,PRJNA324410
77b9cf13c30e,C357,SRX1819335,SRX1824543,PRJNA324410
5c8c7cc1c5dd,C365,SRX1819336,SRX1824544,PRJNA324410
136524307219,C367,SRX1819337,SRX1824545,PRJNA324410
a50239cacd27,C369,SRX1819338,SRX1824546,PRJNA324410
cba5dbb86a49,C374,SRX1819339,SRX1824547,PRJNA324410
0f60aa3bf85e,C375,SRX1819341,SRX1824549,PRJNA324410
80af0f230b5d,C376,SRX1819342,SRX1824550,PRJNA324410
f482f2dfc464,C378,SRX1819343,SRX1824551,PRJNA324410
900cb29bd82b,C379,SRX1819344,SRX1824552,PRJNA324410
2796107ea364,C383,SRX1819345,SRX1824553,PRJNA324410
e330d5623ed9,C388,SRX1819347,SRX1824554,PRJNA324410
f4832fad829b,C389,SRX1819354,SRX1824555,PRJNA324410
d599df23ef0d,C390,SRX1819355,SRX1824556,PRJNA324410
226ce9746ba9,C394,SRX1819356,SRX1824557,PRJNA324410
62a4fafe7a4d,C395,SRX1819358,SRX1824558,PRJNA324410
ab55034fa94b,C398,SRX1819359,SRX1824560,PRJNA324410
e9806be94eb7,C399,SRX1819360,SRX1824561,PRJNA324410
0c4c642af1cd,C400,SRX1819361,SRX1824562,PRJNA324410
7ebe46713dee,C401,SRX1819362,SRX1824563,PRJNA324410
eaf95de8c7bd,C404,SRX1819363,SRX1824564,PRJNA324410
1af631202a0a,C405,SRX1819364,SRX1824565,PRJNA324410
7048cb6e90d1,C407A,SRX1819365,SRX1824566,PRJNA324410
2a30958169a6,C407B,SRX1819366,SRX1824567,PRJNA324410
1eabb77bdf63,C408A,SRX1819367,SRX1824568,PRJNA324410
d6b8847f5e7c,C408B,SRX1819369,SRX1824569,PRJNA324410
c1f885638113,C442,SRX1819370,SRX1824571,PRJNA324410
05234bb73a90,C444,SRX1819379,SRX1824572,PRJNA324410
907aa4274c15,C445,SRX1819380,SRX1824573,PRJNA324410
83b5db3aa021,C449,SRX1819381,SRX1824574,PRJNA324410
caaec46010ec,C450,SRX1819382,SRX1824575,PRJNA324410
59e1e09ef8f2,C453,SRX1819383,SRX1824576,PRJNA324410
1a2ea6ed48a3,C454,SRX1819384,SRX1824577,PRJNA324410
d5529c1ae40b,C455,SRX1819385,SRX1824578,PRJNA324410
c123998d7fdc,C456,SRX1819386,SRX1824579,PRJNA324410
2dab0683e77e,C460,SRX1819388,SRX1824580,PRJNA324410
1f67decc0eb5,C461,SRX1819389,SRX1824582,PRJNA324410
60cf04664896,C464,SRX1819390,SRX1824583,PRJNA324410
71ba066ddbda,C465,SRX1819391,SRX1824584,PRJNA324410
b8d6d5deb424,C466,SRX1819392,SRX1824585,PRJNA324410
78483ea3e706,C467,SRX1819393,SRX1824586,PRJNA324410
7b185768ba5a,C470,SRX1819394,SRX1824587,PRJNA324410
4d7adfdf2f7f,C471,SRX1819395,SRX1824588,PRJNA324410
59d2e6e74267,C473A,SRX1819396,SRX1824589,PRJNA324410
2469647f5c7c,C473C,SRX1819397,SRX1824590,PRJNA324410
9246b6b9baf8,C474A,SRX1819399,SRX1824591,PRJNA324410
8918f13e232f,C474C,SRX1819400,SRX1824593,PRJNA324410
8efa49a86efe,C513,SRX1819401,SRX1824594,PRJNA324410
9f7455b45db4,C514,SRX1819402,SRX1824595,PRJNA324410
993d6d756016,C517,SRX1819403,SRX1824596,PRJNA324410
9a31b6ceefdf,C524,SRX1819404,SRX1824597,PRJNA324410
73df5a391010,C525,SRX1819405,SRX1824598,PRJNA324410
b905a849854e,C533,SRX1819406,SRX1824600,PRJNA324410
e3f5ee302533,C537,SRX1819407,SRX1824601,PRJNA324410
806cebc8cb4c,C540,SRX1819408,SRX1824602,PRJNA324410
2c4b62f2007d,C543,SRX1819410,SRX1824604,PRJNA324410
80ebd4bbf735,C547,SRX1819411,SRX1824605,PRJNA324410
763943af1fa0,C553,SRX1819412,SRX1824606,PRJNA324410
8ceba0cae991,C556,SRX1819413,SRX1824607,PRJNA324410
671c68fb3456,C564,SRX1819414,SRX1824608,PRJNA324410
9d1aa917849d,C567,SRX1819415,SRX1824609,PRJNA324410
1980e386388b,C568,SRX1819416,SRX1824610,PRJNA324410
161d002353f2,C569,SRX1819417,SRX1824611,PRJNA324410
e4ba9e9b811d,C570,SRX1819418,SRX1824612,PRJNA324410
c40baa042d70,C574,SRX1819419,SRX1824613,PRJNA324410
61456734821d,C575,SRX1819421,SRX1824615,PRJNA324410
5a42df40aaf4,C578,SRX1819422,SRX1824616,PRJNA324410
a3c2f8cab9e0,C579,SRX1819423,SRX1824617,PRJNA324410
7a31c933f2c1,C580,SRX1819424,SRX1824618,PRJNA324410
0e11c82442c1,C584,SRX1819425,SRX1824620,PRJNA324410
efc36d2d9ecb,C585,SRX1819426,SRX1824621,PRJNA324410
3f4c240c002b,xx1_P,SRX1819427,SRX1824622,PRJNA324410
60ed2614b772,Az_T103_538_1_B1,SRX2451265,SRX2450505,PRJNA359237
a733bababd26,Az_T4_423_A1,SRX2451270,SRX2450481,PRJNA359237
08b4188090f4,Az_T4_424_A3,SRX2451287,SRX2450459,PRJNA359237
7687db3f86f7,Az_T4_494_C1,SRX2451275,SRX2450512,PRJNA359237
5276ce19bf23,Azdom_T103_528_D8,SRX2451299,SRX2450480,PRJNA359237
21df4381ca1f,Azdom_T165_525_D6,SRX2451282,SRX2450514,PRJNA359237
4f8f5ecd274e,Azdom_T4_489_B6,SRX2451267,SRX2450460,PRJNA359237
bde2778cdd33,Azdom_T6_518_D9,SRX2451292,SRX2450493,PRJNA359237
3314baf198c2,Azdom_T7_512_D3,SRX2451289,SRX2450488,PRJNA359237
01c4387f0027,Ceph_T165_433_1_A9,SRX2451264,SRX2450477,PRJNA359237
0c8dcaeb2c10,Ceph_T2_532_E9,SRX2451283,SRX2450469,PRJNA359237
9546e8e023f7,Ceph_T2_539_2_B10,SRX2451286,SRX2450503,PRJNA359237
c7ad9ff9377e,Ceph_T4_425_1_A2,SRX2451273,SRX2450476,PRJNA359237
e234a485b156,Ceph_T4_425_2_A4,SRX2451280,SRX2450464,PRJNA359237
29acd535f26f,Ceph_T4_497_C2,SRX2451300,SRX2450482,PRJNA359237
2f20d952c166,Ceph_T8_431_1_B3,SRX2451285,SRX2450489,PRJNA359237
34a07f9c558c,Ceph_T8_431_2_B4,SRX2451272,SRX2450478,PRJNA359237
a1677a055d50,Cephdom_T165_522_D7,SRX2451301,SRX2450494,PRJNA359237
ccc45a14b919,Cephdom_T2_531_D12,SRX2451266,SRX2450473,PRJNA359237
5a3ec4f3d8ec,Cephdom_T4_490_D1,SRX2451284,SRX2450490,PRJNA359237
b454ffe877ab,Cephdom_T7_515_D4,SRX2451295,SRX2450483,PRJNA359237
909572e7e3e5,Cephdom_T8_509_D10,SRX2451291,SRX2450498,PRJNA359237
a41223c6b764,Coc_T103_530_C11,SRX2451294,SRX2450458,PRJNA359237
1fa19db79142,Coc_T165_527_C7,SRX2451268,SRX2450500,PRJNA359237
b3d3fffb94be,Coc_T6_520_E3,SRX2451281,SRX2450461,PRJNA359237
3275ad6d9569,Leaf_T165_506_D5,SRX2451277,SRX2450466,PRJNA359237
de4a13dacb09,Leaf_T2_507_D11,SRX2451296,SRX2450510,PRJNA359237
f185503cbf9d,Leaf_T4_488_B5,SRX2451269,SRX2450485,PRJNA359237
074eaa980519,Leaf_T5_487_E1,SRX2451288,SRX2450497,PRJNA359237
6fe1f950dee3,Leaf_T7_505_D2,SRX2451297,SRX2450486,PRJNA359237
39710776523b,Leaf_TU_508_E2,SRX2451274,SRX2450501,PRJNA359237
684920e3e696,PsCoc_T165_524_C8,SRX2451298,SRX2450487,PRJNA359237
936ce3a49be7,PsCoc_T2_533_E8,SRX2451276,SRX2450507,PRJNA359237
4c69261f61be,PsCoc_T4_492_B12,SRX2451271,SRX2450491,PRJNA359237
3134890401ad,PsCoc_T7_514_C3,SRX2451279,SRX2450467,PRJNA359237
aab5fd4029e7,PsCoc_T7_517_C4,SRX2451290,SRX2450496,PRJNA359237
e56a597616c9,S1,SRX2745563,SRX2745371,PRJNA378860
6fb155c0a708,S2,SRX2745562,SRX2745370,PRJNA378860
eacc79dd02b1,S3,SRX2745561,SRX2745369,PRJNA378860
509fe5fab89c,S4,SRX2745560,SRX2745368,PRJNA378860
b2df66c82214,S5,SRX2745559,SRX2745367,PRJNA378860
e887f1181cb2,1,SRX3178068,SRX3177876,PRJNA406830
7a59e3601da7,10,SRX3178075,SRX3177940,PRJNA406830
992166a51faf,11,SRX3177837,SRX3178050,PRJNA406830
df0076728d9c,12,SRX3177836,SRX3178051,PRJNA406830
91550399168e,13,SRX3177839,SRX3178048,PRJNA406830
e5e872070775,14,SRX3177838,SRX3178049,PRJNA406830
bd0763120a40,15,SRX3177841,SRX3178054,PRJNA406830
cdfd0606a124,16,SRX3177840,SRX3178055,PRJNA406830
8735fd60ce59,17,SRX3177843,SRX3178052,PRJNA406830
6cf2c0cfb6e4,18,SRX3177842,SRX3178053,PRJNA406830
8ea57c165025,19,SRX3177845,SRX3178045,PRJNA406830
bb18d7dc59e2,2,SRX3178069,SRX3177846,PRJNA406830
53cd371abcd3,20,SRX3177844,SRX3178046,PRJNA406830
783867e798b7,21,SRX3177827,SRX3177819,PRJNA406830
b81621146f2c,22,SRX3177826,SRX3177818,PRJNA406830
edb2b03d4488,23,SRX3177829,SRX3177821,PRJNA406830
2263b607808e,24,SRX3177828,SRX3177820,PRJNA406830
3849ad15a213,25,SRX3177831,SRX3177823,PRJNA406830
d04efb956c6d,26,SRX3177830,SRX3177822,PRJNA406830
d497a38c7737,27,SRX3177833,SRX3177825,PRJNA406830
1766f949d52c,28,SRX3177832,SRX3177824,PRJNA406830
e493533d123f,29,SRX3177835,SRX3177817,PRJNA406830
68fc2860641e,3,SRX3178066,SRX3177973,PRJNA406830
a7d13f192f0c,30,SRX3177834,SRX3177816,PRJNA406830
cad10919cf9d,31,SRX3178058,SRX3177862,PRJNA406830
ff2e918685f1,32,SRX3178059,SRX3177863,PRJNA406830
053f24cc71a3,33,SRX3178056,SRX3177864,PRJNA406830
85bbd8c77d71,34,SRX3178057,SRX3177865,PRJNA406830
a39ea5c49785,35,SRX3178062,SRX3177858,PRJNA406830
efe695be1267,36,SRX3178063,SRX3177859,PRJNA406830
15496365bdeb,37,SRX3178060,SRX3177860,PRJNA406830
a390c69e96d4,38,SRX3178061,SRX3177861,PRJNA406830
0a8007aed4a9,39,SRX3178064,SRX3177870,PRJNA406830
13aa5037189c,4,SRX3178067,SRX3177877,PRJNA406830
53f4b8a09159,40,SRX3178065,SRX3177871,PRJNA406830
a7b14ad820bc,41,SRX3177983,SRX3177892,PRJNA406830
a4cf7145c8b5,42,SRX3177980,SRX3177891,PRJNA406830
c52d9e2f1139,43,SRX3177898,SRX3177890,PRJNA406830
cd15348eecf4,44,SRX3177897,SRX3177889,PRJNA406830
0bb00ffe137b,45,SRX3177904,SRX3177896,PRJNA406830
090e5b23a3d3,46,SRX3177903,SRX3177895,PRJNA406830
5f8763876d77,47,SRX3177902,SRX3177894,PRJNA406830
e0ac1441ea92,48,SRX3177901,SRX3177893,PRJNA406830
3dcd988eaf1e,49,SRX3177906,SRX3177900,PRJNA406830
ca58562bb33d,5,SRX3178072,SRX3177976,PRJNA406830
7e3e6770fcf4,50,SRX3177956,SRX3177899,PRJNA406830
1b85c5525043,51,SRX3178012,SRX3177929,PRJNA406830
a8d9f1c44033,52,SRX3177847,SRX3177930,PRJNA406830
b5f3d27bdafc,53,SRX3177872,SRX3177927,PRJNA406830
2a11d1d43e42,54,SRX3177873,SRX3177928,PRJNA406830
d295c64bbd8b,55,SRX3177866,SRX3177925,PRJNA406830
6fcf2f3b12f0,56,SRX3177867,SRX3177926,PRJNA406830
a2044be90595,57,SRX3177868,SRX3177923,PRJNA406830
00e2e7a050e7,58,SRX3177869,SRX3177924,PRJNA406830
1afb15617e97,59,SRX3178031,SRX3177937,PRJNA406830
68a9a40b2594,6,SRX3178073,SRX3177975,PRJNA406830
e3b71774cb5a,60,SRX3178033,SRX3177938,PRJNA406830
7bf48b303fe4,61,SRX3177911,SRX3177962,PRJNA406830
5121c9abcfe5,62,SRX3177910,SRX3177961,PRJNA406830
59cdd4963861,63,SRX3177972,SRX3177964,PRJNA406830
89959fe36aab,64,SRX3177971,SRX3177963,PRJNA406830
b061fe72fc9d,65,SRX3177966,SRX3177958,PRJNA406830
70e4cdafdb13,66,SRX3177965,SRX3177957,PRJNA406830
50aba842a183,67,SRX3177968,SRX3177960,PRJNA406830
965162ef622d,68,SRX3177967,SRX3177959,PRJNA406830
7887574bf07e,69,SRX3177888,SRX3177970,PRJNA406830
4961d640c6f0,7,SRX3178070,SRX3177953,PRJNA406830
db360d840c14,70,SRX3177882,SRX3177969,PRJNA406830
829cc00f5807,71,SRX3177978,SRX3177992,PRJNA406830
d231223c4e18,72,SRX3177979,SRX3177993,PRJNA406830
5c0aee1128b4,73,SRX3177935,SRX3177994,PRJNA406830
