run_id
SRR1618944
SRR1618964
SRR1618957
SRR1618990
SRR1618972
SRR1618981
SRR1618938
SRR1618912
SRR1618969
SRR1619003
SRR1618935
SRR1618922
SRR1618909
SRR1619017
SRR1618937
SRR1618983
SRR1618932
SRR1619000
SRR1618952
SRR1619013
SRR1618945
SRR1618989
SRR1619001
SRR1618921
SRR1618994
SRR1619022
SRR1618925
SRR1618967
SRR1618918
SRR1618968
SRR1618985
SRR1619018
SRR1618936
SRR1618928
SRR1618949
SRR1618980
SRR1619015
SRR1618978
SRR1618915
SRR1618934
SRR1618992
SRR1618906
SRR1619021
SRR1618966
SRR1618973
SRR1618940
SRR1618988
SRR1618991
SRR1619004
SRR1618963
SRR1618908
SRR1618923
SRR1618933
SRR1619019
SRR1618998
SRR1618986
SRR1619007
SRR1618965
SRR1618917
SRR1619024
SRR1618916
SRR1618946
SRR1618975
SRR1618999
SRR1618919
SRR1618914
SRR1618970
SRR1618982
SRR1618961
SRR1619014
SRR1618926
SRR1618931
SRR1619012
SRR1618950
SRR1618924
SRR1618995
SRR1619009
SRR1618953
SRR1618910
SRR1619008
SRR1618948
SRR1618987
SRR1618920
SRR1618974
SRR1618962
SRR1618976
SRR1618993
SRR1618977
SRR1619023
SRR1618984
SRR1618911
SRR1618971
SRR1619002
SRR1618929
SRR1619010
SRR1618997
SRR1619020
SRR1618942
SRR1619005
SRR1618955
SRR1618927
SRR1618996
SRR1618959
SRR1618905
SRR1618960
SRR1618956
SRR1618947
SRR1619011
SRR1618979
SRR1618954
SRR1619006
SRR1618913
SRR1618951
SRR1618930
SRR1618941
SRR1618907
SRR1618939
SRR1619016
SRR1618943
SRR1618958
SRR1734986
SRR1734956
SRR1734949
SRR1734960
SRR1734952
SRR1734984
SRR1734953
SRR1734955
SRR1734950
SRR1734954
SRR1734985
SRR1734963
SRR1734962
SRR1734961
SRR1734987
SRR1734951
SRR5135040
SRR5135060
SRR5135022
SRR5135032
SRR5135063
SRR5135077
SRR5135045
SRR5135052
SRR5135030
SRR5135029
SRR5135051
SRR5135041
SRR5135064
SRR5135054
SRR5135023
SRR5135043
SRR5135053
SRR5135068
SRR5135050
SRR5135049
SRR5135075
SRR5135061
SRR5135070
SRR5135066
SRR5135057
SRR5135021
SRR5135044
SRR5135059
SRR5135024
SRR5135046
SRR5135056
SRR5135039
SRR5135036
SRR5135073
SRR5135027
SRR5135048
SRR6027514
SRR6027419
SRR6027443
SRR6027574
SRR6027499
SRR6027497
SRR6027420
SRR6027442
SRR6027543
SRR6027568
SRR6027542
SRR6027561
SRR6027578
SRR6027614
SRR6027501
SRR6027509
SRR6027618
SRR6027417
SRR6027510
SRR6027441
SRR6027615
SRR6027538
SRR6027485
SRR6027422
SRR6027478
SRR6027477
SRR6027392
SRR6027567
SRR6027425
SRR6027474
SRR6027444
SRR6027544
SRR6027438
SRR6027463
SRR6027465
SRR6027385
SRR6027512
SRR6027481
SRR6027423
SRR6027619
SRR6027468
SRR6027437
SRR6027498
SRR6027421
SRR6027476
SRR6027539
SRR6027446
SRR6027573
SRR6027386
SRR6027475
SRR6027393
SRR6027390
SRR6027479
SRR6027388
SRR6027416
SRR6027515
SRR6027577
SRR6027580
SRR6027547
SRR6027546
SRR6027622
SRR6027508
SRR6027480
SRR6027418
SRR6027511
SRR6027620
SRR6027592
SRR6027384
SRR6027439
SRR6027548
SRR6027462
SRR6027576
SRR6027549
SRR6027383
SRR6027616
SRR6027445
SRR6027513
SRR6027613
SRR6027469
SRR6027387
SRR6027545
SRR6027424
SRR6027500
SRR6027621
SRR6027389
SRR6027562
SRR6027617
SRR6027579
SRR6027440
SRR6027575
SRR7217236
SRR7217280
SRR7217112
SRR7217080
SRR7217071
SRR7217155
SRR7217088
SRR7217152
SRR7217240
SRR7217213
SRR7217281
SRR7217149
SRR7217235
SRR7217085
SRR7217148
SRR7217184
SRR7217239
SRR7217177
SRR7217312
SRR7217153
SRR7217133
SRR7217187
SRR7217081
SRR7217288
SRR7217094
SRR7217134
SRR7217314
SRR7217237
SRR7217128
SRR7217311
SRR7217276
SRR7217319
SRR7217270
SRR7217190
SRR7217310
SRR7217284
SRR7217072
SRR7217154
SRR7217167
SRR7217217
SRR7217179
SRR7217317
SRR7217285
SRR7217216
SRR7217130
SRR7217265
SRR7217191
SRR7217274
SRR7217275
SRR7217320
SRR7217116
SRR7217315
SRR7217086
SRR7217166
SRR7217244
SRR7217269
SRR7217083
SRR7217215
SRR7217084
SRR7217289
SRR7217214
SRR7217318
SRR7217089
SRR7217212
SRR7217243
SRR7217178
SRR7217087
SRR7217129
SRR7217135
SRR7217182
SRR6701374
SRR6701394
SRR6701376
SRR6701392
SRR6701379
SRR6701387
SRR6701377
SRR6701389
SRR6701373
SRR6701388
SRR6701395
SRR6701375
SRR6701386
SRR6701378
SRR6701393
SRR6701372
SRR6701390
SRR6701391
